# gamma:17, k:50, p:0.010
0.01	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.02	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.03	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.04	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.05	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.10	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.20	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
0.01	1	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00041093	0.00044230	0.00047273	0.00050223	0.00053081	0.00055849	0.00058528	0.00061120	0.00063625	0.00066046	0.00068382	0.00070637	0.00072809	0.00074902	0.00076916	0.00078852	0.00080712	0.00082496	0.00083584	0.00084593	0.00085524	0.00086380	0.00087162	0.00087874	0.00088517	0.00089093	0.00089604	0.00090053	0.00090441	0.00090770	0.00091043	0.00091261	0.00091425	0.00091425
0.02	1	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00069884	0.00075785	0.00081367	0.00086636	0.00091599	0.00096261	0.00100628	0.00104705	0.00108499	0.00112015	0.00115259	0.00118234	0.00120947	0.00123402	0.00125604	0.00127558	0.00129269	0.00130740	0.00131132	0.00131369	0.00131459	0.00131410	0.00131230	0.00130925	0.00130503	0.00129972	0.00129337	0.00128605	0.00127783	0.00126877	0.00125893	0.00124838	0.00123716	0.00123716
0.03	1	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00088986	0.00097222	0.00104851	0.00111889	0.00118349	0.00124247	0.00129594	0.00134405	0.00138692	0.00142467	0.00145741	0.00148527	0.00150835	0.00152676	0.00154061	0.00154998	0.00155498	0.00155571	0.00154515	0.00153273	0.00151859	0.00150287	0.00148571	0.00146722	0.00144754	0.00142679	0.00140508	0.00138252	0.00135922	0.00133529	0.00131083	0.00128594	0.00126071	0.00126071
0.04	1	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00100549	0.00110670	0.00119882	0.00128212	0.00135686	0.00142327	0.00148160	0.00153206	0.00157487	0.00161024	0.00163837	0.00165944	0.00167364	0.00168114	0.00168210	0.00167669	0.00166507	0.00164737	0.00162079	0.00159252	0.00156275	0.00153166	0.00149942	0.00146621	0.00143217	0.00139747	0.00136225	0.00132665	0.00129080	0.00125484	0.00121889	0.00118307	0.00114751	0.00114751
0.05	1	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00106330	0.00117894	0.00128264	0.00137480	0.00145580	0.00152602	0.00158579	0.00163544	0.00167530	0.00170564	0.00172677	0.00173894	0.00174240	0.00173741	0.00172419	0.00170296	0.00167393	0.00163730	0.00159632	0.00155420	0.00151116	0.00146740	0.00142308	0.00137839	0.00133350	0.00128856	0.00124372	0.00119914	0.00115495	0.00111129	0.00106829	0.00102606	0.00098474	0.00098474
0.10	1	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00089675	0.00103064	0.00114493	0.00124072	0.00131902	0.00138073	0.00142665	0.00145754	0.00147404	0.00147676	0.00146624	0.00144298	0.00140743	0.00136000	0.00130106	0.00123095	0.00114999	0.00105846	0.00099250	0.00092954	0.00086941	0.00081194	0.00075703	0.00070457	0.00065449	0.00060673	0.00056126	0.00051806	0.00047713	0.00043846	0.00040209	0.00036803	0.00033634	0.00033634
0.20	1	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027346	0.00033648	0.00038821	0.00042976	0.00046201	0.00048566	0.00050130	0.00050938	0.00051029	0.00050435	0.00049180	0.00047287	0.00044773	0.00041654	0.00037943	0.00033652	0.00028791	0.00023368	0.00020993	0.00018919	0.00017082	0.00015433	0.00013934	0.00012558	0.00011286	0.00010103	0.00009000	0.00007972	0.00007018	0.00006136	0.00005329	0.00004600	0.00003953	0.00003953
0.01	2	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00082079	0.00088343	0.00094418	0.00100307	0.00106014	0.00111540	0.00116890	0.00122064	0.00127066	0.00131899	0.00136564	0.00141065	0.00145403	0.00149582	0.00153602	0.00157467	0.00161179	0.00164737	0.00166913	0.00168930	0.00170792	0.00172504	0.00174071	0.00175496	0.00176783	0.00177938	0.00178964	0.00179865	0.00180645	0.00181308	0.00181857	0.00182298	0.00182632	0.00182632
0.02	2	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00139457	0.00151223	0.00162353	0.00172860	0.00182755	0.00192051	0.00200760	0.00208892	0.00216459	0.00223471	0.00229940	0.00235876	0.00241288	0.00246186	0.00250580	0.00254479	0.00257890	0.00260820	0.00261614	0.00262100	0.00262294	0.00262212	0.00261868	0.00261277	0.00260453	0.00259409	0.00258161	0.00256720	0.00255099	0.00253310	0.00251367	0.00249281	0.00247062	0.00247062
